country,description,name,num_ratings,rating,rum_type
Italy,,Habitation Velier Forsyths 151 Proof White,6,7.2,Light
Trinidad and Tobago,,Caroni 1996 20-Year,6,9.0,Aged
Mexico,,Ron Caribe Anejo 5-Year,6,6.0,Gold
Colombia,,Marques del Valle 8-Year,6,5.7,Aged
"Virgin Islands, U.S.",,Voodoo Spiced,6,4.6,Spiced
United Kingdom,,Liverpool 16-Year,6,5.7,Aged
France,,Transcontinental Rum Line 2013 Jamaica WP,6,7.0,Aged
Jamaica,,Rum-Bar Cream,6,6.8,Flavored
Puerto Rico,,Bacardi Major Lazer Limited Edition,6,5.2,Dark
Cuba,,Cane Island Cuba Gran Anejo,6,5.7,Aged
Guadeloupe,,Montebello 10-Year,6,7.8,Aged
United States,,Hammock Bay Spiced,6,3.7,Spiced
Cuba,,Santero 7-Year,6,4.7,Aged
Ecuador,,Pichincha 14-Year,6,7.2,Aged
United Kingdom,,Bristol Classic Port Morant Demara 25-Year,6,7.5,Aged
Guatemala,,Malteco 1986 Seleccion,6,9.0,Aged
Caribbean,,Tres Hombres Old Bayan 8-Year,6,7.0,Aged
Puerto Rico,,Bacardi Raspberry,6,3.2,Flavored
Caribbean,,Compagnie des Indes 2002 Guyana 13-Year,6,7.8,Aged
United Kingdom,,Austrian Empire Solera 25-Year,6,6.8,Aged
Nicaragua,,Fortuna Reserva Exclusiva Anejo 8-Year,6,6.3,Aged
United States,"Cedar Ridge Dark rum, an aged version of their Clearheart Rum that spends three years in used bourbon barrels. It’s blended in solera vats and bottled at 80 proof. via  American Rum Report ",Cedar Ridge Dark,6,7.6,Dark
Barbados,,Balla Black,6,5.2,Dark
Germany,,N. Kroger Wagemut PX Cask Barbados 5-Year,6,8.3,Aged
Guatemala,,Miracielo Spiced,6,6.8,Spiced
Dominican Republic,,Punta Cana Black 15-Year,6,7.5,Aged
Spain,,Valdespino Viejo 1430,6,4.3,Aged
Denmark,,S.B.S. Juicy Calvados Finish,6,4.2,Aged
Caribbean,,Plantation 2004 Belize XO Single Cask Porto Finish,6,8.2,Aged
Reunion,,Riviere du Mat Opus 5,6,7.8,Gold
Belize,,Don Omario's Vintage 15-Year,6,7.3,Aged
Mauritius,,Chamarel Gold,6,5.2,Gold
Caribbean,,Plantation Pineau des Charentes Finish 5-Year,6,7.4,Aged
Canada,,Rosemont Spiced,6,4.8,Spiced
United States,"Bayou XO Mardi Gras rum, a version of their base Bayou rum that’s aged in used bourbon barrels for up to six years (with the traditional solera method) and bottled at 80 proof. via  American Rum Report ",Bayou Mardi Gras XO,6,6.6,Aged
Italy,,Habitation Velier 2011 Hampden LFCH,6,7.3,Aged
Martinique,,Trois Rivieres Cuvee du Moulin,6,7.0,Aged
Cuba,,Caney Oro,6,6.2,Gold
United Kingdom,,Marks & Spencer Guyanese Single Estate XO,6,6.2,Gold
Caribbean,,Hamilton Navy Strength,6,6.7,Overproof
Bahamas,,John Watling's Single Barrel,6,5.3,Aged
Germany,,Kyle's Club Batch 001,6,2.3,Aged
Australia,,Bundaberg Royal liqueur Crystal Cut,6,8.5,Aged
Mauritius,,Chamarel Premium White,6,6.2,Light
Caribbean,,Plantation 2005 Fiji Islands 15-Year,6,6.8,Aged
Italy,,Velier 1999 Diamond,6,9.3,Aged
Canada,,Lamb's Black Sheep Spiced,6,3.5,Spiced
Martinique,,La Mauny Extra Ruby,6,6.3,Aged
Martinique,,La Mauny 1998,6,7.3,Aged
Denmark,,Ron Tres Loco De Vinos,6,9.6,Aged
Caribbean,,Plantation Belize XO Grapia Finish 8-Year,6,8.8,Aged
Guadeloupe,,Karukera 2009 Select Casks,6,7.0,Aged
United States,,Largo Bay Coconut,6,3.0,Flavored
British West Indies,,Tortuga Dark,6,4.6,Dark
Australia,,Cargo Cult Banana Spiced,6,6.5,Flavored
Jamaica,,Appleton Estate Dark,6,5.3,Dark
Guadeloupe,,Bielle 2006 5-Year,6,7.7,Aged
United States,"Sag Harbor Old Whalers Style rum, an imported Trinidadian rum that’s aged for around one year in used bourbon barrels. It’s infused with fruits and spices during the aging and then bottled at 80 proof. via  American Rum Report ",Sag Harbor Old Whalers Style,6,4.6,Gold
United Kingdom,,Kill Devil (Hunter Laing) 2005 Jamaica 10-Year,6,8.2,Aged
Mauritius,,Port Louiis Premium,6,5.7,Agricole
Dominican Republic,,Ron Esclavo 2015 Gran Reserva 5-Year,6,7.2,Aged
Dominican Republic,,Bermudez Don Armando,6,5.5,Gold
Czech Republic,,Kord Tuzemský,6,4.5,Gold
Australia,,Beenleigh Dark,6,3.5,Dark
Guadeloupe,,Reimonenq Vieilli 9-Year,6,6.8,Aged
United States,,The Funk Light,6,6.7,Light
Cuba,,Conde de Cuba 15-Year,6,7.0,Aged
Australia,,Bundaberg 2015 Master Distillers Blenders Edition,6,6.0,Aged
Martinique,,Clement Single Cask Blue Moka,6,7.3,Gold
Czech Republic,,Bozkov Spiced,6,2.4,n/a
Jamaica,,Worthy Park 2013 Sherry Cask,6,8.3,Aged
Japan,,Nine Leaves Encrypted,6,4.5,Aged
Belgium,,Shack Spiced,6,5.8,Spiced
Italy,,Habitation Velier 2006 Forsyths WPM,6,7.8,Aged
Jamaica,,Monymusk Special Reserve,6,7.5,Aged
Australia,,Bundaberg 10-Year,6,7.2,Aged
Trinidad and Tobago,,Caroni 1992,6,9.0,Aged
United Kingdom,,Matugga Spiced,6,8.0,Spiced
Puerto Rico,,Bacardi Artic Grape,6,3.3,Flavored
Puerto Rico,,Don Q 151 Overproof,6,4.6,Overproof
Caribbean,,Berry's XO,6,8.8,Aged
Guadeloupe,,Domaine de Severin VSOP,6,7.0,Aged
Caribbean,,Plantation 2009 Single Cask Jamaica Tokaj Finish 10-Year,6,7.5,Aged
Peru,,Cartavio Solera 1929,6,6.0,Aged
Denmark,,A. H. Riise Thin Blue Line Denmark,6,7.0,Aged
Dominican Republic,,Capitan Bucanero Viejo Anejo,6,5.3,Aged
Switzerland,,1653 Old Barrel,6,7.2,Aged
Cuba,,Vacilon 15-Year,6,7.8,Aged
Panama,,Bohemio 15-Year,6,6.7,Aged
Italy,,Habitation Velier 2009 Last Ward,6,7.3,Aged
United States,,Papagayo Spiced Golden,6,6.5,Spiced
Panama,,Espero Reserva Especial,6,5.7,Aged
Italy,,Habitation Velier 2012 English Harbour,6,9.2,Overproof
Caribbean,,Plantation Black Cask Barbados Fiji,6,6.5,n/a
Paraguay,,Fortin Black Label 8-Year,5,5.8,Aged
Martinique,,Negrita Anejo,5,4.4,Gold
Guadeloupe,,Damoiseau 1980 Full Proof,5,8.5,Aged
Guadeloupe,,Karukera Gold,5,3.2,Aged
Martinique,,HSE 2003 Sauternes Finish,6,7.2,Aged
United Kingdom,,Burning Barn Smoked,6,6.7,Flavored
Guatemala,,Cana Negra Gran Reserva,6,7.2,Gold
Italy,,Rum Nation 2001 Barbados 10-Year,6,6.2,Aged
Martinique,,HSE 2005 Sherry Pedro Ximenez Finish,6,7.0,Aged
Guadeloupe,,Reimonenq Coeur de Chauffe,6,5.4,Agricole
Cuba,,Cubay Elixir 33,6,5.0,Flavored
British West Indies,,Tortuga Spiced,6,4.8,Spiced
Guadeloupe,,Karukera Christopher Colombus 1493,6,7.6,Aged
Trinidad and Tobago,,A. D. Rattray 1997 14-Year,5,8.8,Aged
Spain,,Ocean's Mellow & Singular 7-Year,5,6.7,Gold
United States,,George Ocean Coffee,5,4.3,Flavored
Nicaragua,,Flor de Caña Gran Reserva 90 Proof,5,5.6,Aged
France,,La Maison Du Rhum République Dominicaine,5,7.4,Aged
Dominican Republic,,Hacienda Monterrey 15-Year,5,5.2,Aged
Caribbean,,Compagnie des Indes Tricorne,5,5.6,Spiced
Panama,,Contadora Premium Reserva 20-Year,5,7.2,Aged
Puerto Rico,,Captain Morgan Orange Vanilla Twist,5,5.8,Flavored
Cuba,,Conde de Cuba 11-Year,5,6.0,Aged
Guadeloupe,,Damoiseau 15-Year,5,9.2,Aged
Mexico,,Los Valientes 10-Year,5,6.4,Aged
Guyana,,Cuerpo Gold,5,4.8,Gold
Brazil,,Olo Silver,5,4.8,Light
Brazil,,Novo Fogo Gold,5,5.0,Gold
Cuba,,Rumbero 7-Year,5,3.3,Aged
Australia,,Bundaberg Select Vat,5,6.0,Aged
Spain,,Amazona Dulce Mallorca,5,5.8,Aged
Martinique,,A 1710 2017 La Perle Brute 66,5,6.0,Agricole
Martinique,,Clement Liqueur Creole,5,6.4,Agricole
Martinique,,Clement 1976,5,8.2,Light
Belgium,,1836 Whisky Cask Matured,5,7.0,Aged
Jamaica,,Hampden Estate LM&V 7-Year,5,7.5,Aged
Panama,,Serum Gorgas Gran Reserva,5,5.8,Aged
Guadeloupe,,Karukera 2000 Millesime,5,7.2,Aged
Guadeloupe,,Damoiseau Les Arrangés,5,6.2,Flavored
Thailand,,Issan Light,5,7.3,Agricole
Barbados,,Real McCoy Limited Edition 14-Year,5,9.0,Aged
Trinidad and Tobago,,Caroni 1994 Heavy 18-Year,5,8.4,Aged
Guyana,,Toucan Blanc,5,8.2,Light
Caribbean,,Tres Hombres Edition 15 18-Year,5,8.5,Aged
Mauritius,,St. Aubin Isle de France,5,4.6,Agricole
Nicaragua,,Mombacho XO Cuvee Prestige,5,6.6,Aged
Belize,,Copalli White,5,7.2,Light
Denmark,To Gents Redrum rum is produced in Denmark and has been aged for 6 months in a redwine barrel that previously contained Danish wine. Only 660 bottles have been produced and each comes with a handwritten note. ,To Gents Redrum,5,0.0,Aged
United States,,Leadslingers Black Flag,5,6.0,Spiced
Puerto Rico,,Captain Morgan Black Label,5,4.8,Dark
Italy,,Rum Nation 1999 Caroni,5,8.6,Aged
Martinique,,HSE Ragtime,5,6.0,Agricole
Martinique,,Rhum JM 1997,5,7.6,Aged
Panama,,Moko 20-Year,5,6.4,Aged
Caribbean,,Plantation Guyana Cognac Ancestral Finish 17-Year,5,8.8,Aged
Caribbean,,Blackadder Guadaloupe Belvedere 17-Year,5,7.2,Aged
Canada,,Rig Hand Brum,5,6.0,Flavored
Germany,,Cuate Anejo Reserva,5,5.8,Gold
Martinique,,A 1710 Nuée Ardente,5,8.4,Aged
Barbados,,Mount Gay XO Triple Cask,5,8.2,Aged
United States,"Maggie’s Farm 50/50 Pineapple rum, a dark rum which is made in the same fashion as the 50/50 Dark Rum with two key differences: before blending and aging, fresh pineapple meat is macerated in the Trinidadian rum for two weeks, and the White Rum is distilled with pineapple meat and bark. via  American Rum Report ",Maggie's Farm 50/50 Pineapple,5,7.4,Flavored
Fiji,,Bati Dark,5,6.0,Aged
"Virgin Islands, U.S.",,Cruzan Cream,5,6.4,Flavored
Guadeloupe,,Darboussier Hors d'Age,5,7.3,Aged
Guadeloupe,,Karukera Double Cask Matured,5,8.2,Aged
Guadeloupe,,Bielle Canne Grise,5,7.8,Agricole
Puerto Rico,,Bacardi Mango Fusion,5,3.8,Flavored
United States,"Roaring Dan’s Maple rum, a double pot-distilled, Grade A molasses-based rum that gets a dose of Wisconsin maple syrup before the second distillation. It’s then aged in both new charred American white oak and used bourbon barrels for one to two years before it’s bottled at 90 proof. via  American Rum Report ",Roaring Dan's Maple,5,4.5,Flavored
Caribbean,,Tres Hombres 2013 Dominican Republic,5,7.6,Aged
Martinique,,Neisson Profil 107,5,7.3,Gold
United Kingdom,,Austrian Empire Solera 21-Year,5,7.0,Aged
United States,,Lost Spirits Navy Polynesian 66,5,7.6,Gold
Cuba,,Havana Club 2017 Tributo,5,8.8,Aged
Caribbean,,Plantation Trinidad 25-Year,5,9.6,Aged
Caribbean,,Plantation 2017 Black Cask Edition,5,7.0,Aged
Martinique,,La Favorite Coeur d'Ambre,5,7.0,Agricole
Mauritius,,Chamarel Spices,5,5.4,Spiced
USA,"Cane & Abe Small Barrel rum, a direct fire pot-distilled, dark brown cane sugar-based rum that’s aged in both new and used American oak barrels for an unspecified amount of time and bottled at 80 proof with no added sweeteners. via  American Rum Report ",Cane & Abe Small Barrel,5,7.3,Aged
Panama,,Ron Panama 21-Year,5,8.3,Aged
Mauritius,,Arcane Flamboyance,5,8.3,Gold
Martinique,,HSE 2003 Single Cask,5,8.8,Aged
"Venezuela, Bolivarian Republic of",,Diplomatico Botucal,5,7.6,Aged
Guadeloupe,,Bielle Ambre,5,6.8,Gold
Brazil,,Sagatiba Velha Cachaca,5,6.0,Cachaca
Caribbean,,Black Heart Dark,5,6.3,Dark
United States,,Breckenridge Spiced,5,5.2,Spiced
British West Indies,,Tortuga Premium Gold 12-Year,5,6.3,Aged
Finland,,Baltic Dark,5,2.2,Dark
United States,,O'Hara's Spiced,5,5.3,Spiced
Martinique,,Depaz Grande Reserve XO Blue Label 8-Year,5,8.0,Aged
Caribbean,,Mezan 2002 Guyana,5,5.4,Aged
United States,"3 Howls Gold Label rum, a hybrid pot/column-distilled, Barbados molasses-based rum with caramelized cane sugar added that’s solera aged for six months in used American oak and used Madeira wine barrels. Bottled at 80 proof. via  American Rum Report ",3 Howls Gold Label,5,6.0,Gold
Martinique,,HSE Sherry Finish,5,8.2,Aged
Bahamas,,John Watling's Pale,5,3.8,Light
Mexico,,Mocambo Edición Aniversario,5,4.2,Aged
Martinique,,Saint James 2000,5,6.2,Aged
Caribbean,,Plantation 2005 Trinidad,5,7.2,Aged
Puerto Rico,,Bacardi Banana,5,4.4,Flavored
Barbados,,Mount Gay Sugar Cane Brandy,5,8.2,Aged
Mauritius,,Chamarel VS,5,6.2,Aged
Denmark,,S.B.S. 2008 Barbados Marsala Cask Finish,5,6.6,n/a
Panama,,Cortez Spiced,5,5.4,Spiced
Philippines,,Tondena Anejo 5-Year,5,5.4,Gold
United States,"Three Sheets Light rum, a hybrid pot/column-distilled, pure cane sugar-based silver rum that’s bottled unaged at 80 proof. via  American Rum Report ",Three Sheets Light,5,5.4,Light
United States,,RumJava Signature,7,4.3,Flavored
Trinidad and Tobago,,Caroni 2000 Millennium,7,8.6,Aged
"Virgin Islands, U.S.",,VooDoo Spiced,7,5.3,Spiced
Barbados,,Rum SixtySix Cask Strength 12-Year,8,8.6,Aged
Caribbean,,Plantation 1999 Trinidad Banyuls Finish,8,7.9,Aged
United States,"Koloa White rum, a double pot-distilled, crystallized Hawaiian cane sugar-based rum that comes off the still at 160-180 proof and is diluted to 80 proof with filtered water from Mt. Waialeale aquifers. It’s bottled unaged. via  American Rum Report ",Koloa White,8,5.1,Light
Jamaica,,Hampden Estate Great House Destillery Edition,8,9.0,n/a
United States,"Ragged Mountain Gold rum, a pot-distilled, molasses-based rum that’s aged in used Woodford Reserve bourbon barrels for four years. After aging, it’s diluted to 80 proof with local spring water before bottling. via  American Rum Report ",Ragged Mountain Gold,8,5.8,Gold
Puerto Rico,,Captain Morgan Gingerbread Spiced,11,4.5,Spiced
Mauritius,,New Grove Oak Aged,11,5.8,Gold
Spain,,Aldea 1998 Familia,11,7.0,Aged
Caribbean,,Compagnie des Indes Jamaica 5-Year,12,6.8,Aged
Brazil,"Abelha Silver is an organic cachaca produced in Bahia, Brazil. This unaged cachaca is distilled in small batches using copper stills. ",Abelha Silver Cachaca,12,6.6,Cachaca
Saint Kitts And Nevis,,Brinley Gold Vanilla,13,6.8,Flavored
"Virgin Islands, British",,Pusser's Nelson's Blood Yachting Decanter,13,7.6,Aged
Costa Rica,,Centenario Anejo Especial,14,6.6,Aged
United States,,RumHaven Coconut,14,7.0,Flavored
Guatemala,,Botran Reserva Blanca,14,4.9,Light
Guatemala,,Botran Anejo 8-Year,14,5.4,Aged
India,,Old Monk Gold Reserve,14,6.0,Gold
Mauritius,,New Grove Old Tradition 5-Year,14,5.6,Gold
United States,,Oak & Cane Artisan Gold,14,6.9,Gold
United Kingdom,,Cadenhead's Classic,14,6.8,Aged
Barbados,,St. Nicholas Abbey 5-Year,14,8.1,Gold
Cuba,"Ron Cubay Carta Blanca is made in Santo Dominco, Villa Clara (the centre of Cuba) by Cuba Ron S.A, which also produces Havana Club. The rum is matured 3 years before bottling. Ron Cubay rum production began in 1964, but it was only released for export in 2010. The rum is aged in North American White Oak Barrels. ",Cubay Carta Blanca,14,5.5,Light
United States,"Montanya Oro Dark rum, a version of the base used in their Platino rum that’s aged for one year in American white oak barrels that previously only held Colorado whiskey. A small amount of caramelized Colorado wildflower honey is added before it’s bottled at 80 proof. via  American Rum Report ",Montanya Oro Dark,14,6.1,Gold
Cuba,,Cane Island Jamaica Single Island Blend,14,5.4,Aged
Barbados,,Blue Chair Bay Key Lime Cream,14,6.0,Flavored
Caribbean,,Plantation Barbados Single Cask Wild Cherry Finish 12-Year,14,8.6,Aged
Italy,,Rum Nation Jamaica Pot Still 5-Year,14,6.6,Gold
Guatemala,,Malteco 1987 Seleccion,13,8.8,Aged
Cuba,,Cubay Anejo Suave,14,5.8,Aged
Jamaica,,Rum Fire White Overproof,14,7.2,Overproof
Caribbean,,Old Captain Well Matured,14,4.2,Gold
Panama,,Malecon 8-Year,14,6.9,Aged
"Virgin Islands, U.S.",,Cruzan Estate Diamond Dark,14,6.5,Gold
Denmark,,Caraibe Peter,14,5.5,Aged
Dominican Republic,,Barcelo Blanco,14,4.7,Light
"Virgin Islands, U.S.",,Cruzan Black Cherry,14,6.6,Flavored
Cuba,,Santiago de Cuba Extra Anejo 25-Year,14,9.2,Aged
Italy,,Habitation Velier 2007 Last Ward,14,8.1,Aged
United Kingdom,,Old J Cherry,14,6.2,Flavored
Martinique,,Saint James Cuvee 1765,14,5.6,Aged
Guyana,,La Bella Cabresse Rhum Agricole,14,6.8,Agricole
Nicaragua,,Mombacho 8-Year,14,6.4,Aged
United States,"Koloa Gold rum, a version of their White Rum with added caramel color and flavors. Bottled unaged at 80 proof. via  American Rum Report ",Koloa Gold,14,5.3,Gold
Panama,,Selvarey White,14,7.0,Light
Brazil,,Novo Fogo Familia Cachaca,14,4.4,Cachaca
Martinique,,La Mauny 1749,14,5.6,Aged
Cuba,,Havana Club Maximo Extra Anejo,14,9.2,Aged
Puerto Rico,,Captain Morgan Loconut,14,4.9,Flavored
Suriname,,Borgoe Reserve Collection 12-Year,14,6.8,Aged
Denmark,,A. H. Riise Cream,14,6.9,Flavored
Dominican Republic,,Ophyum 23-Year,14,6.6,Aged
Colombia,,Juan Santos 12-Year,14,4.6,Aged
Barbados,,Blue Chair Bay Coconut Spiced Cream,14,7.0,Flavored
Belize,,Tiburon Small Batch,14,5.9,Gold
Jamaica,,Probitas White,14,7.7,Light
Spain,,Ingenio Manacas Extra Anejo,14,6.9,Gold
Dominican Republic,,Quorhum Sherry Finish 30-Year,14,8.6,Aged
Dominican Republic,,Cubaney Solera Reserve 8-Year,14,6.6,Aged
Thailand,,Chalong Bay Light,14,4.5,Light
Saint Lucia,,Admiral Rodney HMS Princessa,14,7.1,Aged
Panama,,Origenes Don Pancho Reserva 30-Year,13,8.7,Aged
Guadeloupe,,Damoiseau VO,13,6.7,Aged
Germany,,Pott 40,13,3.5,Gold
Caribbean,,Marauda Steelpan,13,6.1,Gold
Australia,,Cargo Cult Spiced,13,6.1,Spiced
United Kingdom,,Barti Ddu Spiced,13,6.7,Gold
United Kingdom,,Cloven Hoof Spiced,13,6.6,Spiced
Caribbean,,Plantation Haiti XO Single Cask White Pineau Finish,13,7.2,Aged
Martinique,,Rhum JM Calvados Cask Finish,13,8.5,Aged
Trinidad and Tobago,,Summum Sauternes Cask Finish 12-Year,13,6.7,Aged
Caribbean,,Plantation 2004 Nicaragua,13,7.8,Aged
Spain,,Aldea Cana Pura,13,3.2,Light
Panama,,Panamonte Reserva XXV,13,9.3,Aged
Venezuela,,Santa Teresa Araku Coffee,13,7.1,Flavored
Brazil,,Ypioca Oura Cachaca,13,5.7,Cachaca
Martinique,,HSE VO,13,7.4,Aged
Barbados,,Alleyne Arthur's Special Barbados,13,6.8,Gold
Barbados,,Tommy Bahama White Sands,13,6.2,Light
Cuba,,Mulata Anejo Reserva,13,6.2,Gold
United States,"Prichard’s Crystal rum, a Grade A molasses-based rum that’s pot-distilled five times and bottled unaged at 80 proof. via  American Rum Report ",Prichard's Crystal,13,6.5,Gold
Guyana,,El Dorado ICBU Single Barrel,13,7.5,Aged
Bahamas,,John Watling's Buena Vista,14,6.5,Aged
Caribbean,,Monkey Toasted Coconut,14,6.9,Flavored
Saint Kitts And Nevis,,Brinley Gold Coconut,13,7.6,Flavored
Panama,,Carta Vieja Golden Cask 18-Year,13,6.4,Aged
"Venezuela, Bolivarian Republic of",,Ocumare Añejo Especial,13,5.6,Light
Martinique,,Trois Rivieres 5-Year,13,6.0,Gold
"Venezuela, Bolivarian Republic of",,Diplomatico 1997,13,9.7,Aged
Cuba,,Cane Island Cuba Single Island Blend,13,6.2,Gold
United Kingdom,,Bristol Classic 1997 Caroni,13,8.7,Aged
Jamaica,,Royal Jamaican Gold,13,4.3,Aged
Peru,,Millonario 10th Anniversary Cincuenta,13,7.8,Aged
Puerto Rico,,Single Cane Estate Consuelo,13,5.8,Gold
Martinique,,Depaz Vieux,13,5.5,Agricole
Jamaica,,Hansen Blue,13,2.3,Gold
Brazil,,Sagatiba Pura Cachaca,13,6.3,Cachaca
Barbados,,St. Nicholas Abbey 18-Year,13,8.6,Aged
Panama,,Panama-Pacific 23-Year,13,8.1,Aged
Belgium,,Wilderen Omerta,13,6.2,Dark
Caribbean,,Virgin Gorda British Caribbean,13,6.1,Dark
United States,"Queen Charlotte’s Reserve rum, a version of the base used in their Silver Carolina Rum that’s aged for one year in new American white oak barrels and bottled at 84 proof. via  American Rum Report ",Queen Charlotte's Reserve,13,7.4,Aged
Guatemala,,Ron Barco De Cargas 20-Year,13,5.9,Aged
Puerto Rico,,Bacardi Casa Special Reserve,13,9.2,Aged
Dominican Republic,,Matusalem Anejo,13,5.0,Gold
Seychelles,,Takamaka Bay Dark,13,5.7,Dark
Martinique,,Rhum JM 2001,13,8.4,Aged
Martinique,,Embargo Anejo Esplendido,12,7.5,Aged
"Virgin Islands, U.S.",,Cruzan Estate Diamond Black Strap,12,6.5,Dark
United Kingdom,,Old Hopking Spiced Gold,12,5.8,Spiced
Mauritius,,Canaoak Gold,12,7.2,Aged
Suriname,,Borgoe Reserve collection 8,12,7.0,Aged
Barbados,,Mount Gay XO Cask Strength Limited Edition,12,8.6,Aged
Canada,,Morbleu Spriced,12,6.6,Spiced
Guadeloupe,,Rhum Rhum 2015 Liberation,12,7.7,Aged
Italy,,Habitation Velier 2010 Hampden LROK HLCF 6-Year,12,8.4,Aged
Brazil,,Avua Amburana Cachaca,12,6.8,Cachaca
Germany,,Cuate Anejo Gran Reserva,12,6.3,Aged
"Virgin Islands, U.S.",,Bones Gold,12,8.2,Gold
